year,location,driver,timestamp,avg_speed,max_speed,speed_variance,throttle_volatility,throttle_snaps,brake_switches,avg_rpm,max_rpm,transcript
2023,Monaco,ALB,2023-05-28 14:40:14.228,152.14,249,3264.34,5.78,4,10,9271.4,12371,Sunoda struggling on brakes.
2023,Monaco,ALB,2023-05-28 14:48:04.470,98.81,193,1510.91,5.7,6,10,8093.1,11929,"For these brake changes, you're changing the way the car is feeling every single time."
2023,Monaco,ALB,2023-05-28 14:57:10.585,132.76,247,2905.64,7.48,5,12,8679.0,12029,"OK, checker flag, checker flag. P14, P14. Lots of drama. Yeah, OK, I'll talk about it later but... I mean, the most difficult thing to manage is the car just all the time. Yeah. Yeah, there was a lot of people going off during that wet period. No one managed to keep it going so well done. Appreciate it's difficult. Alex, you did well in the conditions out there while I was showing you how."
2023,Monaco,ALO,2023-05-28 13:16:00.194,179.63,278,3666.85,8.01,9,7,9916.5,12146,"Which axle you're on? Fernando, it's all about the rears, the left rear, it's all about that, so we're happy to use the front to protect the rears."
2023,Monaco,ALO,2023-05-28 13:19:56.455,159.74,280,4130.09,7.96,11,8,9441.5,12377,"Maybe puncture on the left, right?"
2023,Monaco,ALO,2023-05-28 13:20:30.986,174.28,273,3626.3,7.04,8,8,9899.0,11693,"Did you have some contact, Fernando? Negative. Everything's looking okay here, Fernando. Everything looking okay?"
2023,Monaco,ALO,2023-05-28 14:00:25.709,181.21,275,3516.01,6.34,6,7,9989.7,11678,So in about five laps we'll start nibbling at the back of those guys.
2023,Monaco,ALO,2023-05-28 14:02:39.894,146.01,236,2872.49,8.64,11,10,9492.4,12001,So what are the threats basically? So mainly rain in about 15 laps potentially.
2023,Monaco,ALO,2023-05-28 14:07:10.186,120.9,265,3233.41,8.87,10,12,8277.6,11327,"So for stablin' as mentioned, a bit of rain, small spots of rain, turn 6 to 8."
2023,Monaco,ALO,2023-05-28 14:32:57.127,122.79,262,3383.63,5.75,4,9,9023.8,11638,Yeah I will do. So last lap Ockham was 2.2 seconds slower than you. He's got a lot of pressure from the two Mercedes behind him.
2023,Monaco,ALO,2023-05-28 14:40:13.994,120.28,278,5385.84,4.22,3,6,7861.2,11680,Most damage is done after the tunnel breaking for 10 and the last two corners. That's where you do the most damage to the tyres.
2023,Monaco,ALO,2023-05-28 14:43:02.647,94.08,227,1981.21,4.67,4,8,7717.4,11909,"So, if I may, we really think the best place to save some tyre temp is 13.14 and exit of the last corner traction."
2023,Monaco,BOT,2023-05-28 13:19:56.252,107.47,193,1564.15,8.68,13,13,8208.6,11496,The Williams is probably having some real left grading.
2023,Monaco,BOT,2023-05-28 13:32:54.035,172.53,271,3623.23,7.11,9,8,9530.2,11888,How are your tyres? All good.
2023,Monaco,BOT,2023-05-28 13:44:09.914,173.48,284,4081.59,7.4,7,5,9773.0,11749,"Ok Valtteri, we really need to get to Vries if we can. Try to use the blue flag to your advantage."
2023,Monaco,BOT,2023-05-28 13:49:46.720,152.37,280,3953.31,9.18,11,11,9040.3,11736,"This is getting frustrating, it's so slow."
2023,Monaco,BOT,2023-05-28 14:00:59.536,120.41,257,3233.64,7.71,9,10,8587.5,11992,"Quite consistent but I can't keep up with the breeze anymore. Copy, copy. This is the place, so... Copy, understood."
2023,Monaco,BOT,2023-05-28 14:04:23.392,164.2,271,4600.22,6.68,9,7,9655.4,12023,"Okay Baldr, we're now looking at Plan B. Confirm you're happy with that? Plan B."
2023,Monaco,BOT,2023-05-28 14:07:44.842,147.2,283,5102.36,6.5,4,8,9245.7,12010,Oil button. Oil button.
2023,Monaco,BOT,2023-05-28 14:08:19.091,164.01,269,4429.67,7.56,11,7,9585.4,11975,Suggest special 2 for turn 6 through 8.
2023,Monaco,DEV,2023-05-28 13:12:39.572,155.2,278,3702.7,9.38,14,9,9552.0,12333,"We can look after the rear tyres a bit more in exit 211, it's the worst place, exit 211."
2023,Monaco,DEV,2023-05-28 13:28:24.134,131.21,215,2427.91,8.96,9,15,9056.0,12479,"Albon has pit it for hard, mode 3 when you can. Next car is BOTAS 5 behind."
2023,Monaco,DEV,2023-05-28 13:50:54.250,156.28,281,4209.76,8.64,14,10,9434.3,12487,"Yeah, my tyres are f***ed."
2023,Monaco,DEV,2023-05-28 14:06:36.374,135.01,226,2907.69,8.73,11,11,9269.4,12266,"Organic heads up, we have a sail of rain developing around 10 minutes from the track. We keep an eye on it."
2023,Monaco,DEV,2023-05-28 14:57:10.585,130.33,249,3080.96,7.1,8,8,9737.4,12567,"Ok Nick, so obviously first stint, this middle part of the stint, we really have to understand what happened there. And then we picked up a very good pace. So we'll review that, and otherwise you should be pleased. Clean weekend, you kept it all together, and a lot to look forward to. It was a clean weekend. A lot of work ahead of us, but a lot of positives this weekend. Where did we finish? P12. I think the fact that I pushed so hard on Piastri at the beginning really hurt me. Because Bottas also closed the gap to me, and once he got behind me, he also lost a lot. So for sure we didn't manage this well enough. I didn't expect the mediums to suffer so much. Ok, copy that Nick. Yeah, we'll talk about it."
2023,Monaco,GAS,2023-05-28 13:18:15.598,143.43,253,3389.85,8.9,12,11,9218.1,12077,"So a quick update, so science has some home wing damage in touch with S1."
2023,Monaco,GAS,2023-05-28 13:19:22.456,175.11,269,3237.22,6.62,8,7,9830.9,11685,"To go over the debris before 10, please just check the tyres please. Yep, we're looking at it."
2023,Monaco,GAS,2023-05-28 13:28:58.024,138.01,283,5659.07,6.9,7,9,9041.9,11877,"Nice drop so far, clearing a few cars behind. Next group of cars is P-Astri and the Vries P11 that we need to clear."
2023,Monaco,GAS,2023-05-28 14:37:26.669,84.49,182,1097.85,5.16,6,8,8396.2,11379,"Ok mates, we've got three warnings now for turn 10 and 11 so be very careful there please."
2023,Monaco,HAM,2023-05-28 13:37:23.796,156.81,273,4132.63,6.3,6,9,9095.3,11802,Burning is there.
2023,Monaco,HAM,2023-05-28 13:43:01.571,119.16,266,2569.13,9.09,14,12,8227.3,11667,Rear. I mean both are going but not particularly rear.
2023,Monaco,HAM,2023-05-28 13:56:28.833,146.66,288,6045.19,6.6,7,10,8674.3,12059,Is there anyone else? See you later on the hard.
2023,Monaco,HAM,2023-05-28 13:57:02.554,164.6,273,4291.62,6.59,9,6,9524.4,11806,"Copy, those who started on it are still out on the track."
2023,Monaco,HAM,2023-05-28 13:58:09.430,161.5,271,3500.73,9.0,11,10,9098.5,11649,Everybody's pick up the pace.
2023,Monaco,HAM,2023-05-28 13:58:09.821,163.12,271,3655.89,9.0,11,10,9077.2,11649,"This place looks ok, it's coming towards us so don't worry about it."
2023,Monaco,HAM,2023-05-28 14:04:55.360,185.05,271,2684.93,6.19,10,7,9671.3,11538,Just seen a couple of peaks but not too bad.
2023,Monaco,HAM,2023-05-28 14:25:39.682,74.63,143,681.13,3.92,4,6,6049.4,8744,"He's getting to a point, it's pretty dangerous out here. Ok, copy. Range should start to reduce, turns 3 to 9."
2023,Monaco,HAM,2023-05-28 14:44:09.396,138.77,264,3385.2,6.34,7,9,8817.3,12019,I'm struggling for grip as it is mate.
2023,Monaco,HAM,2023-05-28 14:57:10.585,139.68,245,2994.92,8.76,10,11,9042.6,12606,"Let's go! Great job guys. That was a tough race. Super grateful for all the hard work everyone's put in to bring this upgrade. Let's keep pushing, we need more. I know you know that but let's keep pushing, I believe in you guys. Thank you mate, yeah we believe in you too. Yeah, Luis finally went down and as you see the team has done a brilliant job. The mechanics and strategy team today, the right course at the right time so good teamwork. Yes sir."
2023,Monaco,HUL,2023-05-28 13:17:05.396,180.62,282,2975.94,5.88,8,7,10087.0,12101,People are graining on the medium.
2023,Monaco,HUL,2023-05-28 13:22:46.390,106.39,222,1905.14,6.1,8,9,8447.7,11727,"I'm trying to save tyres as much as possible now, but let me know when I need to push and I'll be in front again if someone pits."
2023,Monaco,HUL,2023-05-28 13:26:09.527,152.25,276,3672.07,8.05,11,9,9393.1,12411,Sergeant is blocking for Albon.
2023,Monaco,HUL,2023-05-28 13:26:43.389,115.93,261,2886.65,7.63,9,12,8270.0,12074,Sergeant is holding everyone up. Kevin just got around Sergeant. So now it's Sergeant Stroll Perez Joe Yu.
2023,Monaco,HUL,2023-05-28 13:29:32.461,132.94,284,5720.7,6.2,6,8,8953.7,12254,Very good. Perez is seven ahead.
2023,Monaco,HUL,2023-05-28 13:40:46.593,170.71,275,4520.97,5.79,9,7,9812.4,11994,I struggle to think we get to the end with this.
2023,Monaco,HUL,2023-05-28 13:41:54.572,152.43,283,4073.43,10.06,18,13,9239.7,11989,A lot of understeer creeping in. Both speeds but also traction getting very poor.
2023,Monaco,HUL,2023-05-28 14:19:29.001,113.92,258,4407.71,4.53,3,8,8250.9,11684,"Kevin ahead is still on drys, very slow."
2023,Monaco,HUL,2023-05-28 14:31:50.769,116.97,185,1416.83,6.65,7,8,7871.9,11595,You can use right toggle turn 1 to stabilize. We're currently P17 so we still need some miracles but this pace is excellent.
2023,Monaco,LEC,2023-05-28 13:27:17.260,170.81,282,3747.83,7.12,9,11,9778.1,11891,And flap update when you can. OK.
2023,Monaco,LEC,2023-05-28 13:44:09.914,157.46,272,3551.45,7.89,9,13,9668.7,12061,And push now everything you have.
2023,Monaco,LEC,2023-05-28 14:25:39.682,116.03,226,2587.89,4.44,6,9,8692.0,11462,"And Inter is the right tyre, so continue like this, you are doing a good job. Russell at time 43.5."
2023,Monaco,MAG,2023-05-28 13:11:30.464,144.77,278,3961.4,6.14,6,7,9390.5,11833,"No issues on brakes, Kev, no issues on brakes."
2023,Monaco,MAG,2023-05-28 13:30:07.538,157.26,269,4197.83,6.28,8,7,9383.8,11828,"Keep looking after tyres Kev, all good."
2023,Monaco,MAG,2023-05-28 14:07:44.545,126.5,286,5867.37,5.77,5,8,8359.2,11838,"Should be very light at this stage, if any at all."
2023,Monaco,MAG,2023-05-28 14:19:29.204,98.19,182,1884.29,2.88,2,3,7854.4,11089,"We're going to box for full wet's Kev, we're going to box for full wet's."
2023,Monaco,MAG,2023-05-28 14:21:10.343,0.87,27,16.13,0.46,0,3,4252.1,9291,"So these wets are cold kerf, the new spec wets? No, front wing, front wing."
2023,Monaco,MAG,2023-05-28 14:30:42.395,114.98,256,3383.04,4.35,4,11,8546.6,11955,"OK Kev, to make the car less snappy on power we're going to suggest DX2."
2023,Monaco,NOR,2023-05-28 13:34:34.065,133.72,283,5409.2,5.37,5,9,8766.9,11823,Happy to do less Leico.
2023,Monaco,NOR,2023-05-28 13:35:43.548,129.95,277,4630.39,6.2,7,8,9007.2,11965,"So now just struggling with front left, Lando, possible rain, Class 1 on lap 35."
2023,Monaco,NOR,2023-05-28 13:37:23.999,175.89,285,3695.72,6.17,7,11,10085.0,11983,"Plano possible rain, class 1 on lap 35."
2023,Monaco,NOR,2023-05-28 13:40:11.949,139.23,226,2521.52,7.99,9,8,9509.4,12179,"How's the balance? Well, not great obviously. The front grating is just hard to not get the race you have to manage a bit but the front grating is the bigger problem."
2023,Monaco,NOR,2023-05-28 14:39:06.980,131.66,265,3648.77,6.15,5,6,8993.6,12242,"Yeah, like, the people are racing against me. I know, I know. The car you're racing is Science, 48 seconds. Ah, sick."
2023,Monaco,NOR,2023-05-28 14:42:28.773,133.26,261,3411.67,5.38,6,16,8995.1,12659,"I know, so just red A7, red A7, you're one of the quickest cars out there."
2023,Monaco,NOR,2023-05-28 14:57:10.585,140.2,258,3461.22,8.85,10,13,9243.1,12372,"Good job everyone. Good little couple points. Best we could do today. Pace was good obviously. So yeah, let's keep pushing guys. Keep it up. Thank you very much."
2023,Monaco,OCO,2023-05-28 13:05:18.658,130.45,278,5528.79,5.56,5,10,8496.5,11832,"Possible debris 5, 6, 7, stay online."
2023,Monaco,OCO,2023-05-28 13:18:47.691,169.74,276,3237.61,8.12,13,9,9490.0,11643,"OK mate, there's a yellow flag after turn 1, could be debris."
2023,Monaco,OCO,2023-05-28 13:22:11.634,129.66,258,3671.53,8.46,12,16,8502.5,11326,There was no space for both of us there. Copy that.
2023,Monaco,OCO,2023-05-28 13:30:07.538,125.38,272,4031.88,6.66,7,11,8581.6,11696,"Science has a piece of wing hanging, no?"
2023,Monaco,OCO,2023-05-28 13:40:46.324,179.78,279,3738.35,6.63,10,8,9833.8,11585,"Tell me when you want maximum pace. Yeah, we'll keep what you're doing for now please. Ferrari are getting frustrated behind, keep it up."
2023,Monaco,OCO,2023-05-28 13:53:41.857,134.04,283,5197.88,5.84,7,12,8756.3,11576,Any signs of graining on any car on the heart? Only very small amounts later in the stint.
2023,Monaco,OCO,2023-05-28 13:55:22.053,153.6,283,4170.3,8.77,12,10,9156.8,11585,"If anything, S-Bahn, we think the limitation will be the front left tyre, so let's try and keep on top of that with switches if we can."
2023,Monaco,OCO,2023-05-28 14:09:26.340,170.47,280,3750.39,7.88,9,9,9426.0,11604,We are riding quite heavy now. Copy that. Next two cars in front of Perez and Albón.
2023,Monaco,OCO,2023-05-28 14:57:10.585,144.6,258,3265.04,7.98,8,14,9140.0,11622,"And that's the checkered flag. Yes guys! Yes! P3, well done. Yes guys! Well done, well done, well done. Oh my god! Ha ha ha! Wooo! Unbelievable! Fantastic, well done. Thank you so much. Thank you so much guys. What a weekend, what a weekend. Finally what we deserve. Yes! An expert this way, well done."
2023,Monaco,PER,2023-05-28 13:18:47.550,131.29,282,5426.83,7.12,5,9,8862.1,11993,"There's a yellow ahead, yellow on the entry to turn 2, some debris."
2023,Monaco,PER,2023-05-28 13:37:23.796,132.54,268,5128.65,6.84,8,10,8717.7,11703,"Front left main concern, watch the lock here."
2023,Monaco,PER,2023-05-28 13:41:20.464,130.32,264,5116.48,5.7,6,8,8779.8,11871,There is a risk of rain towards the end of the race. People might be trying to hang on for that.
2023,Monaco,PER,2023-05-28 13:45:16.256,133.07,287,5528.29,7.84,9,9,8988.2,12243,So stay with Max.
2023,Monaco,PER,2023-05-28 13:46:25.286,127.96,267,4218.2,8.48,10,15,8343.2,12035,The video is not recorded.
2023,Monaco,PER,2023-05-28 13:48:05.910,126.65,272,4766.67,6.11,6,9,8555.4,12667,"If I had a damage, Nico just break tested me."
2023,Monaco,PER,2023-05-28 13:50:56.344,123.22,264,2657.89,10.53,12,12,8578.8,11716,Could yet be right.
2023,Monaco,PER,2023-05-28 14:30:42.551,153.77,256,3752.74,5.51,4,6,9258.7,11872,"When you can, engine 13, position 4, plus 1."
2023,Monaco,PER,2023-05-28 14:56:26.008,129.96,265,3125.66,7.51,8,7,8844.1,12033,"Hard luck, Checo. That was a tough weekend for you this weekend, so put it behind you. Next week, Barcelona."
2023,Monaco,PER,2023-05-28 14:57:00.570,129.96,265,3125.66,7.51,8,7,8844.1,12033,"What a weekend guys, sorry. It was all my fault."
2023,Monaco,PIA,2023-05-28 13:54:16.934,147.01,283,5756.53,6.24,4,5,9122.3,12006,"Yeah, there is rain in the north, we think it's still several minutes away if it gets in."
2023,Monaco,PIA,2023-05-28 14:57:10.585,143.07,258,3244.45,7.74,8,8,9770.4,12055,"Nice race, Oscar, good job. Yep, thanks guys. Nice to have both of us in the points. Really good strategy, really, really good call."
2023,Monaco,RUS,2023-05-28 13:07:33.703,171.05,272,3798.95,6.22,8,8,9545.4,11697,It looks ok.
2023,Monaco,RUS,2023-05-28 13:13:11.728,110.18,195,1639.01,7.64,8,11,8184.9,11432,Let me know when you're ready for me to hit the brakes a bit harder.
2023,Monaco,RUS,2023-05-28 13:23:53.029,137.22,282,5751.09,5.26,6,7,8684.9,11896,So some medium runners complaining of graining now.
2023,Monaco,RUS,2023-05-28 13:25:33.543,135.65,218,2269.97,9.38,8,12,9238.0,12216,The video is played on the radio.
2023,Monaco,RUS,2023-05-28 13:25:34.527,139.58,218,2212.79,9.08,8,12,9399.6,12216,If we increase those peak brake pressures that will help load up the fronts.
2023,Monaco,RUS,2023-05-28 13:25:34.793,142.42,218,2221.43,8.87,8,12,9490.1,12216,If we increase those peak brake pressures that will help load up the fronts.
2023,Monaco,RUS,2023-05-28 13:26:09.371,144.34,263,4145.19,7.44,11,10,8929.5,11778,"Yeah, but you are still in the management mix."
2023,Monaco,RUS,2023-05-28 13:31:47.833,157.04,277,4161.0,6.65,10,7,9375.4,11639,"I mean I get these brake wall-ins every lap at the moment. Very firm, yeah we're just bobbling along at the top of the limits on the front left caliper."
2023,Monaco,RUS,2023-05-28 13:36:49.234,135.25,281,5976.85,5.66,7,6,8701.6,11756,So we just need to increase front surface temps in those areas.
2023,Monaco,RUS,2023-05-28 13:58:43.679,134.8,288,5783.18,6.82,7,9,8635.0,11830,Gas is backing me up I reckon. I'm sure why.
2023,Monaco,RUS,2023-05-28 13:59:17.491,154.65,269,3833.23,8.02,10,9,9336.7,12162,Radio chatter.
2023,Monaco,RUS,2023-05-28 14:08:19.091,159.56,276,3604.65,9.48,11,13,9739.8,12341,"Yeah, straight in, turn three."
2023,Monaco,RUS,2023-05-28 14:09:25.996,160.85,286,3587.71,8.08,10,11,9580.0,12061,"Yeah, it's raining more and more."
2023,Monaco,RUS,2023-05-28 14:23:25.184,117.34,253,3558.11,4.32,3,5,8546.5,12670,"Radio. All cool, we're all cool, you're in a good position and we're looking at the heavyweights, we're monitoring, keep talking to us, all cool. Just 6 to 1, extraordinarily wet, 3 to 6."
2023,Monaco,RUS,2023-05-28 14:24:31.964,139.22,262,3531.51,5.24,3,6,8733.5,12061,So we have a 5 second time penalty for the rejoin. Understood. Couldn't see anything.
2023,Monaco,RUS,2023-05-28 14:29:01.253,91.66,178,1247.15,4.12,2,9,7352.9,11115,"If a club gets close, could we potentially invert positions and I don't go more than five ahead of Lewis if he didn't obviously get a span. Don't need to answer and no obligation. This place is very good at five minutes."
2023,Monaco,RUS,2023-05-28 14:29:35.381,144.26,265,3625.97,4.98,4,8,8913.7,11662,Rain intensity is going to be reducing from here on.
2023,Monaco,RUS,2023-05-28 14:31:16.426,146.63,274,3827.81,5.75,3,9,9189.0,11927,Can I have a shot of Ocon?
2023,Monaco,RUS,2023-05-28 14:37:58.528,127.14,252,2306.98,6.0,5,9,8948.0,11976,Someone has stuck right up low escape box here.
2023,Monaco,RUS,2023-05-28 14:49:44.671,127.71,250,2301.63,7.07,6,11,8862.1,11973,"The car doesn't feel right after that touch, we're trying to bring it home alright. Affirm, you're doing a really good job, you've got three laps remaining."
2023,Monaco,RUS,2023-05-28 14:57:10.585,131.94,260,3195.78,5.99,4,6,9128.0,11699,"OK, so that's P5. Good considering where we started. Shame about the trip to the skate road. Ah, so sorry guys. Should have had that podium. Some way this weekend. It looked quite tricky out there. Tricky for everyone. George, nevertheless well done. You finished P5, you started P8. It was a horrible race. So, right calls strategy wise and that's good. Good. Yeah, thanks Sergio. On to next week."
2023,Monaco,SAI,2023-05-28 13:05:53.423,155.87,270,3517.31,8.95,13,8,9315.3,11945,"Perez and Hülkenberg have just already pitted hard to go into the end, also ZOO, all clear."
2023,Monaco,SAI,2023-05-28 13:10:24.231,137.78,264,4398.37,7.44,11,10,8792.0,11944,"And check over the back, just pitted for hard 16.5 is lap time for info and all the field is packed."
2023,Monaco,SAI,2023-05-28 13:10:56.652,174.37,282,3327.03,8.76,13,11,9868.9,11982,Let me know when open start tracking with tyres.
2023,Monaco,SAI,2023-05-28 13:12:04.479,150.5,279,5245.17,6.17,9,8,9167.8,11889,"The box left hand. Car, I beat up the nose, just for your fun."
2023,Monaco,SAI,2023-05-28 13:17:40.489,148.27,256,2839.26,8.94,11,10,9412.7,12279,"Let's go ship, bro."
2023,Monaco,SAI,2023-05-28 13:18:13.227,141.24,261,3767.66,7.6,11,9,8867.3,12001,Braking. Braking. Braking. Braking. Braking. Braking. Braking. Braking. Braking. Braking. Braking. Braking. Braking. Braking.
2023,Monaco,SAI,2023-05-28 13:19:22.190,186.84,270,2618.55,6.24,9,9,9970.0,11864,"I need to know the damage. How much load? We are checking. I think he moved a bit later, to be honest. Copy that. Try your best."
2023,Monaco,SAI,2023-05-28 13:25:33.873,156.48,272,3586.01,7.97,14,7,9452.2,12028,"Ok, see a bit of front left and a bit of rear left waiting on the road. Just waiting for..."
2023,Monaco,SAI,2023-05-28 13:25:34.184,156.06,272,3604.72,7.94,14,7,9432.6,12028,"Ok, understood. And we had the first strike for turn 11, track limits for info."
2023,Monaco,SAI,2023-05-28 13:29:32.461,149.45,272,3959.85,6.44,6,7,9303.3,11936,"And box to overtake, Acon. Box to overtake, Acon."
2023,Monaco,SAI,2023-05-28 13:32:53.673,135.92,284,5759.01,5.32,9,7,8937.9,11923,"FIA reporting rear left graining on the hull, and also lap time 7.9."
2023,Monaco,SAI,2023-05-28 13:36:49.359,148.3,285,5020.01,6.27,10,10,9263.9,11981,How is the wind looking? In 45 minutes but it's slowing down the risk.
2023,Monaco,SAI,2023-05-28 13:38:30.764,157.77,272,3743.16,10.12,16,9,9520.8,11967,"And box to overtake Ocon. Carlos, box to overtake Ocon."
2023,Monaco,SAI,2023-05-28 13:49:46.548,109.32,220,2027.72,8.04,12,11,8188.1,11899,"What the f***? Exactly what I talked about. Exactly what I talked about. Slow intro, Hamilton 1.4 behind. The main target there was to cover Hamilton. Hamilton 1 second behind. I don't care about Hamilton. I was f***ing weak."
2023,Monaco,SAI,2023-05-28 13:50:21.266,137.31,224,2623.57,9.68,13,9,9260.9,12317,What is charge space? Charge laptop is 17.5 in free air. I was doing 65.
2023,Monaco,SAI,2023-05-28 14:03:13.690,148.03,247,2937.33,9.17,15,8,9519.1,11944,"All ok with the safety covers, no one else? All ok, all ok."
2023,Monaco,SAI,2023-05-28 14:13:22.585,72.72,142,768.22,5.58,7,12,6531.1,11367,He's leaving me no space. You need to do something about it. We're not gonna crash.
2023,Monaco,SAI,2023-05-28 14:21:44.108,113.32,253,3147.72,4.93,4,8,8562.2,12239,"Multifunction RB position 7, RB position 7, and gas release 2 in front."
2023,Monaco,SAI,2023-05-28 14:22:19.170,108.95,238,2488.53,4.34,5,10,7459.0,11480,"What is the forecast? Stay for 5 minutes, this kind of rain. Only 5 minutes, I need more to go to extreme. That's our best guess but can be anything as you know."
2023,Monaco,SAI,2023-05-28 14:26:46.337,100.81,176,1233.51,5.38,6,6,7866.0,11259,You tell me the forecast and I tell you to die.
2023,Monaco,SAI,2023-05-28 14:27:20.399,130.44,243,2726.61,5.14,5,9,8645.7,12455,We are back to rain to stop in 2 to 3 minutes.
2023,Monaco,SAR,2023-05-28 13:08:40.545,141.05,243,2566.07,8.62,10,8,9254.9,12122,"What was that? Head down, head down. Everybody, sorry."
2023,Monaco,SAR,2023-05-28 13:17:40.489,167.89,284,4332.16,7.21,8,6,9708.7,11897,"Recover them, recover them. Target the Lyco, watch out your slip."
2023,Monaco,SAR,2023-05-28 13:49:12.283,163.8,273,4619.24,6.74,7,7,9557.8,12089,"Front left is trod, wing a little."
2023,Monaco,SAR,2023-05-28 14:17:48.477,82.93,149,973.37,4.62,6,19,7598.8,12257,Front right is cold. The only way to help that at the moment is maybe you can do break warm up.
2023,Monaco,SAR,2023-05-28 14:57:10.585,139.97,263,3202.77,8.92,9,13,8913.6,11866,"It was an epic race with a lot to learn with this last stint on the inter. A lot to review, a lot to discuss, a lot to learn today. Sorry guys, that was a disaster. I'm sorry. Again, as usual, it's always a discussion between the negative and the positive. Of course there was a mistake today, but there was also some strong positive. Logan, well done for bringing you home. You did well in the conditions out there today. It was just unfortunate that the puncture really put you out of contention and everything. Good learning."
2023,Monaco,STR,2023-05-28 13:08:08.827,127.71,282,4664.93,7.02,8,6,8430.4,11509,"So much contact, man. Ah, ****, car disaster."
2023,Monaco,STR,2023-05-28 13:46:57.394,164.05,280,3812.83,8.14,15,10,9251.3,11826,I don't understand what's taking so long. It's so obvious he cut the chicane. It's like ridiculous.
2023,Monaco,STR,2023-05-28 13:47:31.473,182.88,277,2781.67,6.4,11,7,9884.0,11596,"OK Lance, it was very clear to us, the stewards are investigating, it's under investigation."
2023,Monaco,TSU,2023-05-28 13:48:05.910,156.19,269,3921.15,8.25,15,8,9730.8,12958,"You have one or two things in your pocket, it's the moment to use it now."
2023,Monaco,TSU,2023-05-28 14:18:23.455,114.13,236,3870.83,4.8,5,6,8118.5,12046,Yoki is difficult for everybody. You're doing a good job.
2023,Monaco,TSU,2023-05-28 14:39:42.073,86.1,139,464.47,4.81,6,14,6619.3,9891,Break is unreal man!
2023,Monaco,TSU,2023-05-28 14:57:10.585,131.5,254,2923.81,7.9,8,7,8999.8,12349,"Check, reflect. Yeah, what we done in dry conditions was everything gone. Yeah, that was so s***."
2023,Monaco,VER,2023-05-28 13:39:39.215,179.19,270,3189.71,6.61,10,8,9835.6,11684,"No, front left really isn't ready. Understood."
2023,Monaco,VER,2023-05-28 13:40:12.184,154.24,274,4689.22,6.64,8,6,9352.4,11872,"We're going to lose a lot of time in this traffic I think. Yep, understood."
2023,Monaco,VER,2023-05-28 13:46:57.770,149.78,271,3430.01,8.24,13,8,9346.9,11840,I made a somersault drive and won out of the chicane. Understood Max. If we pit now we fall behind Fernando. I'm sure you understand the situation.
2023,Monaco,VER,2023-05-28 13:59:17.773,119.4,249,2371.56,8.58,12,11,8578.7,11631,"I'm not sure how long I can keep this up though. Understood Max, so just keep us informed."
2023,Monaco,VER,2023-05-28 13:59:52.600,151.97,270,3690.25,9.51,12,12,9236.3,11605,The 4 or 5 laps max and we could pit ahead of that train of blue flags.
2023,Monaco,VER,2023-05-28 14:05:28.953,187.97,272,3132.59,6.06,9,8,9938.6,11733,There are some pockets of rain a few kilometres away from the track we're monitoring.
2023,Monaco,VER,2023-05-28 14:07:10.373,140.75,272,5500.53,7.33,9,9,9021.5,11781,Maybe drop some rain around turn 6 to turn 8.
2023,Monaco,VER,2023-05-28 14:15:02.881,107.62,243,1520.72,6.14,6,6,9034.6,12336,"Alonso has pitted for dry tyres. Understood Max. Understood Max, we are pitting for inters."
2023,Monaco,VER,2023-05-28 14:20:03.750,66.92,121,361.07,2.9,2,9,6195.3,10171,So let me know if you're ready for extremes at any point. I'll wait for your call.
2023,Monaco,VER,2023-05-28 14:40:14.353,118.61,196,1582.12,8.79,11,8,8650.3,11542,"Do you see anything other than an inter in these next 9 laps? No, no. Understood, thank you."
2023,Monaco,VER,2023-05-28 14:41:22.368,130.22,269,5332.33,6.56,8,7,8585.0,12420,"I cleaned them all a little bit with the right gear to check pressures. Ok, we'll have a look."
2023,Monaco,VER,2023-05-28 14:54:14.495,136.7,255,3319.25,8.96,13,12,8943.1,11732,"You've done it again Max, well done mate. Very lovely that, that was a real monocoque. It was quite difficult there in the wet but quite enjoyable as well. Thank you guys, that was a really well executed race I think. Well done mate, that is a brilliant brilliant performance. It's nearly two hours long and you've covered all the conditions. Well done, it was a fantastic drive. Yeah that was a long one for sure."
2023,Monaco,VER,2023-05-28 14:57:10.585,136.7,255,3319.25,8.96,13,12,8943.1,11732,Two laps remaining.
2023,Monaco,ZHO,2023-05-28 13:21:37.813,137.67,287,5284.46,5.18,5,6,8734.0,11765,Are we a little bit stuck here or not?
2023,Monaco,ZHO,2023-05-28 13:23:19.374,130.35,214,2237.63,8.8,9,8,9088.1,11432,"Joanne Tyers, we need another step turn 18 and turn 19. 18 and 19."
2023,Monaco,ZHO,2023-05-28 13:43:35.242,187.31,272,2751.13,6.42,8,7,9990.4,12058,"Check my front right, I have clipped the whole world. Copy, checking front right."
2023,Monaco,ZHO,2023-05-28 14:05:29.407,148.95,288,3452.49,8.05,7,8,9454.6,12145,"ZHO, how is Carbong's question? It's OK, I'm a bit of an understanding, but it's good and active sliding."
2023,Monaco,ZHO,2023-05-28 14:46:58.346,139.4,271,4656.04,5.53,2,9,8978.5,11710,Are we raising the wind in the head or not?
2023,Monaco,ZHO,2023-05-28 14:57:10.585,138.53,262,3204.25,7.38,8,7,9421.9,11784,"Good way ZHO, P13 at the end, difficult conditions but good recovery from qualifying."
